account_id,probability_score_n
mZZ9OOXmzkIf,0.00015333897317759693
Bjvi74LIJSyb,0.03223639501679071
Hyfv83b11i53,0.0002776720211841166
H7taBPiezfdW,0.00010911821300396696
y38748sYPIie,0.00010911821300396696
PV9If76L1uoP,0.00010911821300396696
FCZx273WmOK2,8.979194535641e-05
Qxdm5nr7GCQu,0.0012246508849784732
9oYnmGQSxU1p,0.0012246508849784732
CzOUxvgB9THH,0.022302036397325344
q0gSORLGa3yE,0.008252456100791082
sxFjCYV6bAPh,0.00042589145596139133
yOtiRU03Xo2W,0.00019076024182140827
WELBYS7mWaWx,4.4799169700127095e-05
IgP6VYCbkChY,4.4799169700127095e-05
ejzHAMqhxgNF,0.012968157771641802
Qno7Txt3AIm9,7.138422370189801e-05
XiBohMprDzSa,7.138422370189801e-05
B1WAVZgeGt8s,8.732036803849041e-05
Ugs0JouG0Hpq,7.138422370189801e-05
jsirB15tqOiz,5.78614417463541e-05
Z0G9JHa7yp0o,5.78614417463541e-05
pXvXYNqTtvrs,0.0011815177276730537
C0fJdNMa5Jch,0.00010911821300396696
L7IpRGlcXImj,0.00010911821300396696
xAwIf819mSnO,0.0002623078180477023
8glyITPVYqXR,0.0002623078180477023
WuS5sEsjfMp4,8.732036803849041e-05
fmf5gJzjiQsS,0.00010911821300396696
FLX0VrULJAvq,0.00010911821300396696
0NNjX3g2CiLf,5.78614417463541e-05
yofwOqiE96pS,8.732036803849041e-05
HfcaMNZOzOYT,0.0002776720211841166
XbhWzVP9NUFr,0.0002776720211841166
e2Oa9qyW2j9A,3.1357503758044913e-05
HVCCkRySy8MI,3.1357503758044913e-05
b7SuJRfCPuo4,0.0006994765135459602
fpspwbLxOzxJ,0.00010122014646185562
ygOLtDR6hRuh,0.00010911821300396696
S885UOJhGJ05,0.0002623078180477023
fwgvntqR6Mq2,0.0002623078180477023
5UsOa2gM8Rlj,0.0002623078180477023
Vc8MEQhb1tyx,0.0002623078180477023
3m1ER9CrmqVm,0.027949563041218428
pLgFCIBDa45K,0.00012195193266961724
W0NwaGmssJNL,0.0007460445631295443
v976BNYLDCPv,0.0002623078180477023
7QVBj3KRBkk1,8.332756988238543e-05
lthLRjzjFk7z,0.00010884572111535817
4p99gWW7RVqw,0.00010884572111535817
aCDOz1QF7Jfw,3.1357503758044913e-05
L6G3ZTjfosPM,3.1357503758044913e-05
dYguksxXaLvz,0.0007316023111343384
Y2w70LsiKc86,0.0007316023111343384
SLs2kszz7NCx,0.0007460445631295443
oVnKFWQa59FN,0.0002623078180477023
sMVRo09Nutbs,0.00010911821300396696
piTuEobTlXLW,0.00010911821300396696
4nWs25PSh0rV,0.00010911821300396696
kpsoBv96zl4b,0.003037695453181194
kHDi4eNS7lxt,0.0002594662946648896
PDdzIaEmNAgB,5.78614417463541e-05
k7UiW6myuS9t,5.78614417463541e-05
3ug9LBq38dbz,0.00010884572111535817
7lWzjjRFDiwY,0.00010884572111535817
WDYmBMOBmPKn,0.00010884572111535817
H7AzHpixlm2n,0.00010884572111535817
FSdrX5PIrFe5,0.00021307903807610273
GvU9FzVKzz7b,5.78614417463541e-05
4FidXjtzr7iU,0.0019954494200646877
UJfBkIBPeZ0o,0.0002623078180477023
vMRVvqP2HSgq,0.00010911821300396696
oKikwmZgvrGE,0.00010911821300396696
VJHX6c0vy6a2,8.732036803849041e-05
ZcAuecRhBrdf,0.008591545551606562
VYJhKbW1uhFb,0.0002776720211841166
AHLI6Bs8XdUg,0.00010911821300396696
VnswyjkumHzU,0.00010911821300396696
7duKG1wvKKzy,0.00010911821300396696
0eYF4AiF2Zsu,0.00019076024182140827
dD7BSZFCdc2a,0.002648648340255022
7AG9VEJ5guqI,0.00011803337838500738
JZoGfIB3vE3Q,0.00011803337838500738
WuZbymq8M4f1,0.0002623078180477023
mj41WODi9gdw,0.0002623078180477023
OM7lw1bzu2Zh,0.0001719401916489005
cTMlehW6gjCA,0.00010911821300396696
vGNzrdv4aW8A,0.0002623078180477023
edXS1suizA6K,0.0002623078180477023
urVInoiQr9iI,0.00010911821300396696
xgpCRBPMuBT7,0.00010911821300396696
OwZRC81IY27s,0.00010911821300396696
s1CwhnswTfwh,0.010053288280308761
Zzg2xmirmdrY,0.0003252358001191169
qmWwQmVnp4O8,0.0012046891497448087
yZcVjTdwGwfz,5.04734598507639e-05
bJErUxgOiLLu,0.00019076024182140827
Rbuagx2SEl9A,0.00019076024182140827
I8ufJcSupJMh,0.006893606981969986
Eq6Hn93rbzB5,0.03170527534579465
IS15k3wBUhKc,0.022019488910905858
sPESj8vxv3ib,0.0005794462631456554
LiqllHsZyPEr,0.029157893139027443
IU1s8HfyayLI,0.0003252358001191169
xiqysy3VDtRq,7.253192598000169e-05
ArQRBamxXqif,0.0002623078180477023
RCi7KuVoyWX7,0.0002623078180477023
YXfX4783MwF9,0.017187623297724584
oXyDCmqr7ZAT,0.00026626529870554805
DYu49l3j8Fwi,0.002898604756665493
hgP3yFnHpaAM,0.00015286990674212575
GB54gyqaLh2w,0.0007955089677125216
5JEJqCxPfkzQ,3.1499417673330754e-05
7Rl72HDmTXSt,3.1499417673330754e-05
dLfz3eIltF91,0.00010911821300396696
QIp9pME7nmNT,0.00010911821300396696
oQj7HWatB5ci,0.00010911821300396696
cZLqtiI3731h,0.00017360984929837286
UUtPYkckY833,1.9792989405686967e-05
znRmvS1KSy80,1.9792989405686967e-05
s1Plow8Qj9Hj,7.99038534751162e-05
Hj7WH0KZK8LN,0.00026626529870554805
ie8WCKtSizqa,0.00026626529870554805
iwyAneMzcYLH,0.007438801871697184
Px1oIrStvLBp,0.0003990285622421652
YgipWGyPLEdg,0.0003990285622421652
FhntcIs2Euo3,0.0002623078180477023
jT47V2lzYwj3,0.0002623078180477023
c6iiwEGdbqY9,0.0010335497490240842
I7KgCjJDRS0s,0.0002623078180477023
vt2hyl83PDL1,0.000639436359051615
uAzkFZHeJw6s,0.0005289314431138337
i6PBWTiSXP2s,3.1499417673330754e-05
IMcHWTMTxYRp,3.1499417673330754e-05
E4E3T7gYNRtk,3.1499417673330754e-05
l4JIZaFc9VEO,0.0002623078180477023
25YuQ3Tvstn8,0.0002623078180477023
UbbOg4A3a7Rr,0.0005644054035656154
6P03S6pqeO5r,7.253192598000169e-05
mCiNeUan9IBv,0.0002623078180477023
WNOaxcX63h5H,0.0002623078180477023
eygKWVQhi3x4,0.00015286990674212575
MKZqvPzA0Lyg,0.00015286990674212575
1Ck2Xi2NVIMh,8.732036803849041e-05
tWW830uFnTgT,8.732036803849041e-05
xNs4pbjcXnfl,8.732036803849041e-05
d4gsNEbET1Nc,0.00012688249989878386
2q5RaYpAZG4h,0.00012688249989878386
AfVuKTpZwI5P,0.00026946142315864563
KtScCDjAyTtR,7.253192598000169e-05
j8qhrbMkuowU,0.00010911821300396696
7phmTcP43wDv,0.00010911821300396696
sjTx96W1kWXg,0.00018017549882642925
GDiJkgQpnUjW,7.253192598000169e-05
VvMSmmXtPJ7i,0.00010911821300396696
dRanfx6Bj4OA,0.00010911821300396696
wsFLXXYU7bom,0.0007896098342388373
q2T0GlyQHlaS,0.0003252358001191169
XE0tx2mNOINn,0.0002623078180477023
B2AYZ2ERaPMY,0.0002623078180477023
3ataxS6tDNJI,0.009538693531314335
rSENMUwMZ2Bn,0.00015333897317759693
wtAcA5STsfDe,0.0011677369475364685
ctmdZAdByH8s,5.04734598507639e-05
46yZEOqHeR9h,5.04734598507639e-05
FLTvNGMqByam,0.0008399875950999558
2PPlz14ambli,3.5242537705926225e-05
7E2YFXxQQ1Jw,3.5242537705926225e-05
Qq9vkjldb8WR,0.0002623078180477023
m6JKcWsHyo3q,0.0002623078180477023
LlCmxAEeeWtI,0.0004807087534572929
aNSqnAk4YSdj,6.001868314342573e-05
LRsRftFqWRU8,0.00036824773997068405
uFl6GVALQ2Ya,7.253192598000169e-05
a9Tqjo59dFzs,0.0002623078180477023
qUUutmM4vpqW,0.0002623078180477023
2u6MRVeMHCTy,7.138422370189801e-05
1U6QCnH3xvk0,0.0001454448065487668
CUIWLcGizhwx,7.253192598000169e-05
fnmkr9M1YWo4,0.03413191075237083
SMCL6BOzNcXf,0.0032527387228605672
w0luzPjFxk1U,7.99038534751162e-05
htNXw34tJAjN,7.253192598000169e-05
V4ke3NloovvH,7.253192598000169e-05
Va7q4SME0EIQ,0.0005044660065323114
zewkXyZByY5u,0.0002623078180477023
Bnldl8aDCHk6,0.0002623078180477023
qHGFuuIggDjm,0.00014237524010241032
OzJiwyIrGTIO,4.4799169700127095e-05
WL3w7kVtQAXm,0.0005037499940954149
nmPugjH5vIQD,6.001868314342573e-05
foUqGeeuZq2c,7.138422370189801e-05
VpO7oNZgClGp,0.0002623078180477023
g75Nzrod8cLA,0.0002623078180477023
BOEOS2rynSJS,0.000717913790140301
l7bn1I4hSsCX,0.00015286990674212575
baKywwmUUa98,0.010914186242715854
cU6kbk0tV12G,0.0004794921260327101
ELsMD8p9kP1s,0.00019076024182140827
xfOyAz2GCk4k,5.162355228094384e-05
aQCKIhuraBWc,7.253192598000169e-05
UqT5UQYLFd10,7.253192598000169e-05
nThGl8ui1DfS,1.9792989405686967e-05
Uk2x8idw48Nu,0.0008640424348413944
Jl0zfSQUVKni,0.00010911821300396696
ikKEYvadJYiZ,0.00010911821300396696
cXz3LGjpuAxM,0.00010911821300396696
GoYgGWWE8lmf,0.00010911821300396696
knuAvmAxFlAZ,0.00010911821300396696
jM0SKpQUiBS5,0.0005339075578376651
zVWLdOEsTWEF,0.0005339075578376651
FPw8qtDLwPih,0.0005339075578376651
gI8tYTZvge8V,7.253192598000169e-05
TubK6I4SrqwP,7.253192598000169e-05
4EkI719OMHpZ,0.017890311935381265
vyCDW9dPffVB,0.00015333897317759693
nH562fo7iutv,3.1499417673330754e-05
5muuLzsfBRMl,0.0005644054035656154
qsRDOuTn9YKz,0.00021351221948862076
Icfhe7QlL30v,7.99038534751162e-05
Q58qM3lRT5yC,1.6733418306102976e-05
OwNBa8VuLauL,0.0029505334550245332
pMJylD0uXgLt,0.0002581230364739895
xLeVJFLMSU4J,0.0016652896301820874
9SomHcwSXv3t,0.00016488469555042684
b06pJRBkfwzC,3.753930650418624e-05
KX01HOPxjZSM,5.1955437811557204e-05
y0taNOTEZzRL,5.1955437811557204e-05
8fNSmMgKtojP,0.00021817797096446157
3o8QSX5g204B,5.367866106098518e-05
nYY5iAUWeWGo,1.371088728774339e-05
Ry4m3pPH179w,2.6094932763953693e-05
fyGApbMlLcEb,0.0026872940361499786
OLrwgn7Oy6ha,3.6390978493727744e-05
o0LV4xR3hUTX,3.6390978493727744e-05
AWYEZCQS003a,2.1106423446326517e-05
BabKotQgyUfy,5.1955437811557204e-05
rqcyFyuZJ0sV,2.625841625558678e-05
qvKfuBreClmW,2.625841625558678e-05
edKuxmVIdkzj,0.00023261894239112735
dpGIlhVeoi7r,1.371088728774339e-05
cISwrtUBoDfC,1.371088728774339e-05
RoevDCACWC8M,2.248277269245591e-05
bilLxEQgxVoe,3.0497400075546466e-05
hCmN5VM2jFSt,3.0497400075546466e-05
KRr9bKUGHuu4,3.0497400075546466e-05
9pm1ZihykDjq,5.1783648814307526e-05
JRnmesnTBWwF,2.0224884792696685e-05
E7px8nI2wXvo,2.0224884792696685e-05
Z9pqfeJPvny5,2.0224884792696685e-05
fS007WuqaTX3,0.00012008791964035481
54OPhQCDWKlf,4.594901474774815e-05
TRJfrlFYtNnC,4.594901474774815e-05
TBzvsCzD9MRi,0.0019903568617056834
pAHuapxWBof7,2.7069148927694187e-05
nmLhE2noeD62,8.379826613236219e-05
4rIgaZIgUBYt,1.7539134205435403e-05
kVRnq4IFaWuS,1.7539134205435403e-05
FNGFGJDvDGkY,1.7198721252498217e-05
ZNy4Tcrn8ll0,1.7198721252498217e-05
TUbNZDiEqofA,1.5304724001907744e-05
pSbK13ZxTqWK,1.5304724001907744e-05
BCygbbMLs7Kj,3.330008257762529e-05
WJKPo0OBaNuS,1.5023617379483767e-05
9kk2mtaj3fte,0.00026626529870554805
Ay21uITPq3Vi,0.00026626529870554805
KUT4TZZhKPvl,0.0013509844186793108
9ceRlnCaOOZF,0.0012892123441404187
L8xr0BYdOTqM,0.0004508411990332797
ZWzCulpp3wk7,0.001706355499169049
9TJ8ZYx5F9L6,4.131652167416178e-05
YIr3eESdcvZM,0.0003163641958963126
dddyXk9CGyr2,5.78614417463541e-05
jplesfoXrGmT,0.00010884572111535817
VJb2qdGmL1wl,0.00019076024182140827
sviZFKUUqgEz,0.00019076024182140827
C4IyEX8WVGPv,0.0002776720211841166
buddPRpGIWSS,0.0002776720211841166
f54kCh36ihdP,0.00010911821300396696
NTmiUfNuTlRn,0.00010911821300396696
aaN0toZzLZKU,0.00010911821300396696
dY7Iojpt7OYn,3.1357503758044913e-05
Ult4HlOYyl5K,3.1357503758044913e-05
dChFMLMMfOJq,0.003435150550128101
RIN5bKXBSJAI,0.00038254016544669867
6xCcFpXuzxEw,4.0264352719532326e-05
ruwFaiTeDTD3,1.9792989405686967e-05
cJBQvsijNRjs,0.00010122014646185562
vWeXU6FuhsNM,0.00010122014646185562
46xtInOjmpRj,0.00015333897317759693
rUroJnJh4v35,0.00015333897317759693
EZ9eisdHMyUG,0.0002623078180477023
RykNbt8u3bCV,0.0011657875729724765
8N1xrqf97gyq,0.00015333897317759693
16voTH1MCiK9,0.00017528868920635432
ETi4nap0PhZp,6.001868314342573e-05
qN1PPxiv8XEm,0.0002623078180477023
1CDSRXxR1Qy1,0.0002623078180477023
yKbTuMUwbW99,0.00019177184731233865
m4WI3IzNfdvZ,5.78614417463541e-05
M8efyJZp12Ox,5.4166594792687484e-05
RxLPiGeQRfyB,0.00012489322398323566
ioCOlEChfbjs,0.0007460445631295443
0NIYknSgtz0f,0.0002623078180477023
xVSKCDaWufmv,0.00017244227638002485
woqGdeVzmEwM,4.4799169700127095e-05
J9e9JAuOrGpg,0.00012195193266961724
Kp3s3G1AGkhP,0.00012195193266961724
tvknpXNUBkdE,5.78614417463541e-05
63VJTGI6BYFB,0.00015333897317759693
m4gBHyb6418O,0.00015333897317759693
LxueZZPSOaWD,0.00019076024182140827
bknLUWUmN5sn,0.00019076024182140827
DCg8LkxHXsfD,0.0011277389712631702
GXJEQn22ftPA,0.00015333897317759693
CbkoMdPGOcBP,0.0027888850308954716
Oei8nIc8rJhY,0.00015333897317759693
65NaCfRxlKOd,3.8529706216650084e-05
arh6adXQ2MSF,0.00010911821300396696
s06lv8Lqp9vE,0.00010911821300396696
PvNSoS3Zdbj2,3.1357503758044913e-05
GqpPymckS7Ry,3.1357503758044913e-05
T0kZpbBHDoBD,0.0002623078180477023
jh5GsSisMHP9,0.0002623078180477023
674YeBeMzrtK,0.0002776720211841166
4cLK6r9A3QDp,3.5242537705926225e-05
tUrqLFCHarY4,0.0005727816023863852
tt406Fl3Utfg,0.00012195193266961724
mFr4Wrlagr5d,8.732036803849041e-05
rb1GHTh3CJGP,5.78614417463541e-05
3cs23yulCbU5,8.732036803849041e-05
KXlLOg9fEk3J,5.78614417463541e-05
iIYRkbAFmqWZ,5.78614417463541e-05
KMdjgt9Nmh7Q,0.00019076024182140827
n5DzSYpovZHJ,0.00019076024182140827
TtQJXVTtvwKl,0.0002776720211841166
KiaJFEe3riWB,0.0002776720211841166
QZFvOZcGapiA,0.00046057888539507985
GEKNnJ8i5fUC,3.5242537705926225e-05
QOLtQjxZYLRz,3.5242537705926225e-05
lcqBcY2I5dcw,0.00010911821300396696
aAQT3I5WiyWf,7.138422370189801e-05
71E5QWMx29bd,0.001053375075571239
wXE9XuU3DIAJ,0.00019076024182140827
SibmvU28xYxW,0.00015333897317759693
xpch9SlT94k5,0.00015333897317759693
lffOSFatp5Qb,7.138422370189801e-05
wEgti3Rsv4C3,5.78614417463541e-05
JFotndK5QVnZ,5.78614417463541e-05
ofo7QAQNIeMv,0.0029218485915410144
3t3DpAN6PHmv,0.028736311927635417
vwx9dvrmhsFZ,7.138422370189801e-05
WelINL7qvfGf,0.00019076024182140827
FLMb6uQKvayW,0.00019076024182140827
gwgtrzKJyyKL,0.00115646468475461
PSL0POdrkjNy,0.0002594662946648896
CyfQwIjnW35z,0.0019128269706304136
yYXZXow2ybZH,8.332756988238543e-05
qD9C4q3uNd4O,8.332756988238543e-05
R2qumyVMLHSY,0.00012004783638985828
okNiuwwrkso6,0.0005067632300779223
ytdsXRAGxdrO,1.9792989405686967e-05
7vwfRhEnyI85,1.9792989405686967e-05
T8wzbtEp1ek3,0.0010925891110673547
1v7xMIQ70ttb,8.732036803849041e-05
Na4kCf9ncTAl,8.732036803849041e-05
siiHqExKr7Hu,0.0011312562273815274
qqCTAF1pVTcn,0.0003515185380820185
xY4RXNktYabl,7.138422370189801e-05
aKQiBp23al6l,0.0002776720211841166
XXiKZiLQMluR,0.0002776720211841166
qhuRj0HiFaVJ,0.00015333897317759693
u3BbcNvcrGRr,0.00015333897317759693
xBP990mYnBo4,1.9792989405686967e-05
J66x85yifjVI,1.9792989405686967e-05
TO6MeEecxo0H,1.9792989405686967e-05
USWS2Fjj9pk9,0.00010122014646185562
VOa19j3vtmzV,0.00010122014646185562
isbRL9V78OAM,0.001936748973093927
RjwaaXO9wnbc,0.00039954131352715194
kooaoZduiRvu,0.0002623078180477023
Ztjbnx27Px8f,0.0002623078180477023
pOUhQBBMJGZk,0.0002623078180477023
C7sVoHhvcHEp,0.0002623078180477023
dHkoZtgTDdBg,3.1357503758044913e-05
6rl5E0wXYj7h,3.1357503758044913e-05
gsrsA50NLbMZ,0.00015333897317759693
kWbQEWRIUb73,0.00015333897317759693
vGC2klWWKXGl,0.00019076024182140827
Lmw1CbP4GAJX,0.00019076024182140827
PAoMnFAM4m8i,2.5128034394583665e-05
b0WK9XGNQnXX,8.732036803849041e-05
TK6GWGQqwhFl,0.0002623078180477023
7c7gMvrQW5Xm,0.016930413991262747
7tlPPuX5iLrY,0.0004259580746293068
KmiwhqN9JPYi,0.0004259580746293068
lEWCGppglpyM,0.00010122014646185562
pTmzx3k6CPP0,0.00010122014646185562
cohwE7yaNfPO,0.001611292944289744
hILHqm5n8ZJb,8.332756988238543e-05
WN3A7DQIzqBo,0.0002776720211841166
G7CaPP3hxl3w,0.0002776720211841166
GTIO8c485L7y,8.732036803849041e-05
VP5BJcZjAPj9,8.732036803849041e-05
M6rZ8qY6lZEz,8.732036803849041e-05
GSX1mUDXEWzi,0.00044594943756237626
MtdDvOllArRY,2.5128034394583665e-05
EDLpkw5EkcLr,2.5128034394583665e-05
oDl8QthOLtw2,0.00015333897317759693
TnwDbnM22a1L,0.00015333897317759693
ukSL5I2ksjCP,0.00015333897317759693
jRyBuAr47OVH,0.00015333897317759693
PgUnjtaSSSzP,0.00015333897317759693
hbx5KvFoADPr,0.00015333897317759693
niSgAVUcGcpC,0.0002623078180477023
juqbsuBooaZT,0.0002623078180477023
aA6sh5PccCUu,0.0008747518295422196
2ifiXkllUKaY,5.04734598507639e-05
Edxnszl42fvf,5.04734598507639e-05
5dYfqv83MtDt,5.04734598507639e-05
usS63kRMiodV,5.04734598507639e-05
s9W05SUaKFmp,0.0002623078180477023
creALueCQbhc,0.0002623078180477023
SimPkfEiBb7t,0.00010911821300396696
eKPbx1Wdrle7,0.00010911821300396696
G5SQBpWhCMx2,3.1357503758044913e-05
FgP8yVwt4n2x,3.1357503758044913e-05
zKAWfwoFbIWB,0.0020756903958530676
0uh3h7QUqq0r,0.0026412464726441364
bn9QxJ9fpCrH,0.0006004711030982435
FtCyXW2hUAlr,0.00011976189125562087
jy4j2HjnnAqV,7.99038534751162e-05
W22heI0w6ulF,0.004321027590201114
6eVE6FTGSE7U,7.99038534751162e-05
sRkLGCyDcAWL,7.99038534751162e-05
yxRtlhtUU9Yh,0.00226112310226853
Ws6VWd6XTbaQ,0.00015286990674212575
BnWwTNelDnWa,0.0002623078180477023
JVWFR1SQb8fx,0.0002623078180477023
dwzM7SiP8XGV,0.00019076024182140827
BQ47sY1j7Y9z,0.00019076024182140827
JH8Dv0ms5g7a,0.0003252358001191169
BjJMgsVe3pD7,0.0003252358001191169
QHpMo4v0R3gB,0.002758896254283225
1WiVfiv9bboJ,0.0005339075578376651
KAbbeILpese2,0.0005339075578376651
I6jbnFV8GXdz,0.0003252358001191169
WPrppoqegzOi,3.1499417673330754e-05
4mrvWLezwZo7,3.1499417673330754e-05
EXblM1rCNd7z,3.1499417673330754e-05
39Du1HazEpFX,0.0017363812075927854
bazVC52WaOjL,7.253192598000169e-05
r3tkUqwat8C0,0.00043673033360391855
7vZMUJqF4j06,0.00043673033360391855
hLpvSGVADfeY,5.04734598507639e-05
rRXPuufExyZ9,8.732036803849041e-05
3IzmY8wY43YX,8.732036803849041e-05
Q4PHyME3VzHx,8.732036803849041e-05
l9680Lu0gzgU,8.732036803849041e-05
gC3ltKHeO4wr,0.00015286990674212575
VsTsVpjy27z6,0.01909437714816504
TW64cWbcl0ac,0.0004794921260327101
FRmmDAogjlDD,0.0015292444732040167
tSxtV2xsNsMF,7.253192598000169e-05
igMD3XiaBgbl,0.0029100622267628252
wWj4LWja7yV5,0.00026626529870554805
Q9ElfxmZWVst,7.138422370189801e-05
Oy5CcCIfi8RK,3.1357503758044913e-05
cPiQCr0u7WUZ,3.1357503758044913e-05
wQx59DwTxOnR,0.0003990285622421652
gmqQ5xkIXppy,7.138422370189801e-05
74TzHwCyGazC,7.138422370189801e-05
GSnRcYupOtcO,8.732036803849041e-05
R5ghytckUSoz,7.253192598000169e-05
4saga9ilsGWe,7.253192598000169e-05
bsUhzCSXxzaY,0.0018156577134504914
lIC7pMTx0CKz,0.00026626529870554805
NbCKIb3DwNOM,0.0013757016276940703
odMCjaAybs5E,0.0002623078180477023
SykVYP9mbHWh,0.0002623078180477023
yj4NBpH2n2kx,0.0002623078180477023
nHpSV7DBTh6Q,0.00010911821300396696
S0MYw3qEJI6Z,0.00010911821300396696
UKkOTj9B6qPb,0.00010911821300396696
CRUFybRbrp11,1.9792989405686967e-05
wN7oRqfKiDBU,1.9792989405686967e-05
VrTxFuQaFysH,0.0002623078180477023
6RcHDZj4J8yo,0.0002623078180477023
kOWdupc8l1G3,8.732036803849041e-05
0NfdpRmp801w,8.732036803849041e-05
wdvg3cF7UOxU,0.00038542135735042393
PIsXD87pZqS3,1.9792989405686967e-05
vXvs0otZibKx,1.9792989405686967e-05
GUa5LVtO8Tf4,0.00010911821300396696
qIzhoHb2KTgF,0.00010911821300396696
TiixImnm7DG3,7.253192598000169e-05
wckr984mTlAJ,7.253192598000169e-05
ucRWgmGPgz4y,0.0002623078180477023
S0IU6UpabAo2,0.0002623078180477023
DqN0dZvCNWYL,7.138422370189801e-05
eEwFEJO5e0GB,7.138422370189801e-05
YXvEUlnegmEQ,0.00019076024182140827
960HJVHPQKjU,0.0003252358001191169
Nu81vPq2ULRc,0.0013757016276940703
wcG8AZL1EWtF,0.0002623078180477023
4Q4gQPAYXF8e,3.1499417673330754e-05
ULrl0bwcognz,7.138422370189801e-05
DTwHDGxiFhy9,0.0002623078180477023
6EEdsPqlDYQL,0.0002623078180477023
HtLWMlUqSE2U,0.0007460445631295443
GwKSBhOS5neG,0.0002623078180477023
5M8GZFBmAaI3,0.0013435091823339462
fDAyk0YQ1B9a,0.00015333897317759693
OrPcH2gUcL5D,0.0002623078180477023
Z8Z8dhahfcUX,0.0002623078180477023
jTo3I6WuefBM,0.00015333897317759693
LBH5H1lumNRk,0.00015333897317759693
eqGG6Oogjeu5,0.004254970262791925
xUpPr8CmCg8x,7.99038534751162e-05
SDiqnegPI5QV,0.00015333897317759693
PD0SR3OQ9Ytv,0.00015333897317759693
aOfKJKpyrDsQ,0.00026819769155954804
3N8G7VJp1SHi,0.0032516056179436163
3YiCEhHV8nU9,0.0005644054035656154
JLHCNcH0TQnu,7.253192598000169e-05
YNrjnjyfHbDU,7.253192598000169e-05
3Z0zQf91NA7g,7.253192598000169e-05
Uh9zMTthLIct,3.1499417673330754e-05
iplNqgs2HjZB,3.1357503758044913e-05
DB38swgN1A5V,3.1357503758044913e-05
m45Uh7w2BJ0H,0.006303376871278923
GFFdM8Mr6aDF,0.0001719401916489005
pDcsajp00jlJ,0.001053375075571239
F8aPAfeEtBu1,0.00019076024182140827
trzs1TfOu2Uw,7.253192598000169e-05
4BrMBFsZliwg,7.253192598000169e-05
Jjt3c38WQbKH,0.0005289314431138337
sV2WizjAcNij,3.1499417673330754e-05
Tu243sk99ivD,3.1499417673330754e-05
Tal7caEjFBG6,5.04734598507639e-05
7tBYvHbaOCIJ,1.9792989405686967e-05
LZ5Wk6p0CKUy,0.0005980632052011332
64OeiTzoScVU,0.00040296243969351053
oPOc2YZ1NHHP,7.253192598000169e-05
