account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3,probability_score_n
wyFjgxuE1o8b,Active,0,42,1,1,587,,0,0,0,6754.0,7541.0,0.00017595634562894702
hGHgFl8T287q,Active,0,42,1,1,587,,0,0,0,6754.0,7541.0,0.00017595634562894702
UOD5EvhytdDK,Active,0,42,0,1,675,,20,3,1,51.0,66.0,0.0004320093721617013
ZmUMVThO3qgF,Active,0,42,0,1,675,,0,0,1,51.0,66.0,8.503544086124748e-05
soVQGCFggLGI,Active,0,42,1,0,712,,0,0,4,5.0,5.0,0.0005794462631456554
nZgevE608cYP,Active,0,42,1,1,699,,2,1,0,56.0,16.0,0.0007434056606143713
5HSEOjumONWO,Active,0,42,1,1,699,,0,0,0,56.0,16.0,0.00015333897317759693
MSxRoMPLKENI,Active,0,42,1,0,699,,0,0,0,55.0,5.0,7.138422370189801e-05
4YZSx4sg2fBs,Active,0,42,0,1,774,,0,0,0,2159.0,2121.0,0.0002623078180477023
GETx5tlCDVw1,Active,0,42,0,1,774,,0,0,0,2159.0,2121.0,0.0002623078180477023
CkgwcZdn6K4k,Active,0,42,0,1,770,,0,0,0,20223.0,17780.0,0.0002623078180477023
d7XY5Z5dgVZa,Active,0,42,0,1,770,,0,0,0,20223.0,17780.0,0.0002623078180477023
YQl8Ancvznz3,Active,0,42,0,1,0,,32,31,0,605.0,577.0,0.0018153302371501923
Dix7QYJLDQkV,Active,0,42,0,1,0,,0,0,0,605.0,577.0,5.78614417463541e-05
hbkeXCI3JdVk,Active,0,42,1,0,679,,0,0,0,295.0,295.0,3.5242537705926225e-05
JJh36Ah5uxeg,Active,0,42,0,1,647,,12,31,3,218.0,140.0,0.017090703905123895
LTtr8PHtlTnL,Active,0,42,0,1,647,,0,0,3,218.0,140.0,0.0002594662946648896
w7irfWi1oJAc,Active,0,42,0,0,743,,2,1,0,2303.0,2705.0,0.00032723782351240516
MRC7kKmOgKqp,Active,0,42,0,0,743,,0,0,0,2303.0,2705.0,0.00010911821300396696
i4CY30KpiGAO,Active,0,42,0,1,538,,2,2,0,182.0,182.0,0.009313500622332911
nHaSfqqyIR3b,Active,0,42,0,1,538,,0,0,0,182.0,182.0,0.0012246508849784732
JegIdPStVLhl,Active,0,42,1,0,715,,0,0,0,5.0,5.0,7.138422370189801e-05
dEL2l2nZOtCA,Active,0,42,0,1,582,,5,11,7,354.0,499.0,0.00023070808214120794
zQJEtxkYhJgn,Active,0,42,0,1,582,,0,0,7,354.0,499.0,0.00038254016544669867
zlBLjAKMojWO,Active,0,42,0,1,769,,2,1,0,20112.0,23184.0,0.0005046757287345827
qxYyaDZEXbGD,Active,0,42,0,1,769,,0,0,0,20112.0,23184.0,0.0002623078180477023
mZZ9OOXmzkIf,Active,0,42,1,1,691,,0,0,0,8.0,9.0,0.00015333897317759693
Bjvi74LIJSyb,Active,0,42,0,1,690,,3,6,0,421.0,598.0,0.03223639501679071
Hyfv83b11i53,Active,0,42,0,1,690,,0,0,0,421.0,598.0,0.0002776720211841166
H7taBPiezfdW,Active,0,42,0,0,802,,0,0,0,10505.0,6045.0,0.00010911821300396696
y38748sYPIie,Active,0,42,0,0,802,,0,0,0,10505.0,6045.0,0.00010911821300396696
PV9If76L1uoP,Active,0,42,0,0,802,,0,0,0,10505.0,6045.0,0.00010911821300396696
FCZx273WmOK2,Active,0,42,0,0,659,,0,0,1,3636.0,5461.0,8.979194535641e-05
Qxdm5nr7GCQu,Active,0,42,0,1,485,,0,0,0,5.0,5.0,0.0012246508849784732
9oYnmGQSxU1p,Active,0,42,0,1,485,,0,0,0,5.0,5.0,0.0012246508849784732
CzOUxvgB9THH,Active,0,42,0,1,0,,29,94,0,-647.0,-786.0,0.022302036397325344
q0gSORLGa3yE,Active,0,42,0,1,0,,0,0,0,-647.0,-786.0,0.008252456100791082
sxFjCYV6bAPh,Active,0,42,1,1,779,,3,1,0,7535.0,8211.0,0.00042589145596139133
yOtiRU03Xo2W,Active,0,42,1,1,779,,0,0,0,7535.0,8211.0,0.00019076024182140827
WELBYS7mWaWx,Active,0,42,1,1,634,,0,0,1,14530.0,15053.0,4.4799169700127095e-05
IgP6VYCbkChY,Active,0,42,1,1,634,,0,0,1,14530.0,15053.0,4.4799169700127095e-05
ejzHAMqhxgNF,Active,0,42,1,0,680,,32,14,0,4355.0,8221.0,0.012968157771641802
Qno7Txt3AIm9,Active,0,42,1,0,680,,0,0,0,4355.0,8221.0,7.138422370189801e-05
XiBohMprDzSa,Active,0,42,1,0,680,,0,0,0,4355.0,8221.0,7.138422370189801e-05
B1WAVZgeGt8s,Active,0,42,1,0,818,,0,0,0,200.0,200.0,8.732036803849041e-05
Ugs0JouG0Hpq,Active,0,42,1,0,718,,0,0,0,10011.0,10012.0,7.138422370189801e-05
jsirB15tqOiz,Active,0,42,0,1,0,,0,0,0,298.0,274.0,5.78614417463541e-05
Z0G9JHa7yp0o,Active,0,42,0,1,0,,0,0,0,298.0,274.0,5.78614417463541e-05
pXvXYNqTtvrs,Active,0,42,0,0,768,,4,2,0,39016.0,38494.0,0.0011815177276730537
C0fJdNMa5Jch,Active,0,42,0,0,768,,0,0,0,39016.0,38494.0,0.00010911821300396696
L7IpRGlcXImj,Active,0,42,0,0,768,,0,0,0,39016.0,38494.0,0.00010911821300396696
xAwIf819mSnO,Active,0,42,0,1,784,,0,0,0,127.0,98.0,0.0002623078180477023
8glyITPVYqXR,Active,0,42,0,1,784,,0,0,0,127.0,98.0,0.0002623078180477023
WuS5sEsjfMp4,Active,0,42,1,0,780,,0,0,0,5.0,5.0,8.732036803849041e-05
fmf5gJzjiQsS,Active,0,42,0,0,832,,0,0,0,77314.0,80427.0,0.00010911821300396696
FLX0VrULJAvq,Active,0,42,0,0,832,,0,0,0,77314.0,80427.0,0.00010911821300396696
0NNjX3g2CiLf,Active,0,42,0,1,0,,0,0,0,673.0,1069.0,5.78614417463541e-05
yofwOqiE96pS,Active,0,42,1,0,754,,0,0,0,2423.0,2190.0,8.732036803849041e-05
HfcaMNZOzOYT,Active,0,42,0,1,686,,0,0,0,8153.0,10356.0,0.0002776720211841166
XbhWzVP9NUFr,Active,0,42,0,1,686,,0,0,0,8153.0,10356.0,0.0002776720211841166
e2Oa9qyW2j9A,Active,0,42,1,1,0,,0,0,0,10826.0,10152.0,3.1357503758044913e-05
HVCCkRySy8MI,Active,0,42,1,1,0,,0,0,0,10826.0,10152.0,3.1357503758044913e-05
b7SuJRfCPuo4,Active,0,42,0,1,639,,2,2,0,15810.0,16098.0,0.0006994765135459602
fpspwbLxOzxJ,Active,0,42,0,1,639,,0,0,0,15810.0,16098.0,0.00010122014646185562
ygOLtDR6hRuh,Active,0,42,0,0,803,,0,0,0,276.0,254.0,0.00010911821300396696
S885UOJhGJ05,Active,0,42,0,1,805,,0,0,0,219128.0,212995.0,0.0002623078180477023
fwgvntqR6Mq2,Active,0,42,0,1,805,,0,0,0,219128.0,212995.0,0.0002623078180477023
5UsOa2gM8Rlj,Active,0,42,0,1,755,,0,0,0,9774.0,7720.0,0.0002623078180477023
Vc8MEQhb1tyx,Active,0,42,0,1,755,,0,0,0,9774.0,7720.0,0.0002623078180477023
3m1ER9CrmqVm,Active,0,42,0,1,0,2.0,58,3,5,6759.0,6075.0,0.027949563041218428
pLgFCIBDa45K,Active,0,42,0,1,0,,0,0,5,6759.0,6075.0,0.00012195193266961724
W0NwaGmssJNL,Active,0,42,0,1,784,1.0,0,0,0,59695.0,64936.0,0.0007460445631295443
v976BNYLDCPv,Active,0,42,0,1,784,,0,0,0,59695.0,64936.0,0.0002623078180477023
7QVBj3KRBkk1,Active,0,42,0,0,733,,0,0,0,5.0,5.0,8.332756988238543e-05
lthLRjzjFk7z,Active,0,42,0,0,690,,0,0,1,17.0,17.0,0.00010884572111535817
4p99gWW7RVqw,Active,0,42,0,0,690,,0,0,1,17.0,17.0,0.00010884572111535817
aCDOz1QF7Jfw,Active,0,42,1,1,0,,0,0,0,1503.0,1503.0,3.1357503758044913e-05
L6G3ZTjfosPM,Active,0,42,1,1,0,,0,0,0,1503.0,1503.0,3.1357503758044913e-05
dYguksxXaLvz,Active,0,42,0,1,517,,0,0,1,19332.0,20482.0,0.0007316023111343384
Y2w70LsiKc86,Active,0,42,0,1,517,,0,0,1,19332.0,20482.0,0.0007316023111343384
SLs2kszz7NCx,Active,0,42,0,1,780,1.0,0,0,0,11589.0,8933.0,0.0007460445631295443
oVnKFWQa59FN,Active,0,42,0,1,780,,0,0,0,11589.0,8933.0,0.0002623078180477023
sMVRo09Nutbs,Active,0,42,0,0,801,,0,0,0,2057.0,1567.0,0.00010911821300396696
piTuEobTlXLW,Active,0,42,0,0,801,,0,0,0,2057.0,1567.0,0.00010911821300396696
4nWs25PSh0rV,Active,0,42,0,0,801,,0,0,0,2057.0,1567.0,0.00010911821300396696
kpsoBv96zl4b,Active,0,42,0,1,641,,93,2,2,949.0,1190.0,0.003037695453181194
kHDi4eNS7lxt,Active,0,42,0,1,641,,0,0,2,949.0,1190.0,0.0002594662946648896
PDdzIaEmNAgB,Active,0,42,0,1,0,,0,0,0,25968.0,26162.0,5.78614417463541e-05
k7UiW6myuS9t,Active,0,42,0,1,0,,0,0,0,25968.0,26162.0,5.78614417463541e-05
3ug9LBq38dbz,Active,0,42,0,0,695,,0,0,1,2640.0,4813.0,0.00010884572111535817
7lWzjjRFDiwY,Active,0,42,0,0,695,,0,0,1,2640.0,4813.0,0.00010884572111535817
WDYmBMOBmPKn,Active,0,42,0,0,695,,0,0,1,2640.0,4813.0,0.00010884572111535817
H7AzHpixlm2n,Active,0,42,0,0,695,,0,0,1,2640.0,4813.0,0.00010884572111535817
FSdrX5PIrFe5,Active,0,42,0,1,0,1.0,0,0,0,2160.0,2856.0,0.00021307903807610273
GvU9FzVKzz7b,Active,0,42,0,1,0,,0,0,0,2160.0,2856.0,5.78614417463541e-05
4FidXjtzr7iU,Active,0,42,0,1,743,,6,1,0,7235.0,7868.0,0.0019954494200646877
UJfBkIBPeZ0o,Active,0,42,0,1,743,,0,0,0,7235.0,7868.0,0.0002623078180477023
vMRVvqP2HSgq,Active,0,42,0,0,745,,0,0,0,33159.0,36987.0,0.00010911821300396696
oKikwmZgvrGE,Active,0,42,0,0,745,,0,0,0,33159.0,36987.0,0.00010911821300396696
VJHX6c0vy6a2,Active,0,42,1,0,806,,0,0,0,5.0,5.0,8.732036803849041e-05
ZcAuecRhBrdf,Active,0,42,0,1,714,,2,2,0,1578.0,2482.0,0.008591545551606562
VYJhKbW1uhFb,Active,0,42,0,1,714,,0,0,0,1578.0,2482.0,0.0002776720211841166
AHLI6Bs8XdUg,Active,0,42,0,0,767,,0,0,0,12138.0,11726.0,0.00010911821300396696
VnswyjkumHzU,Active,0,42,0,0,767,,0,0,0,12138.0,11726.0,0.00010911821300396696
7duKG1wvKKzy,Active,0,42,0,0,767,,0,0,0,12138.0,11726.0,0.00010911821300396696
0eYF4AiF2Zsu,Active,0,42,1,1,794,,0,0,0,664.0,5.0,0.00019076024182140827
dD7BSZFCdc2a,Active,0,42,0,0,569,,11,9,0,17.0,17.0,0.002648648340255022
7AG9VEJ5guqI,Active,0,42,0,0,569,,0,0,0,17.0,17.0,0.00011803337838500738
JZoGfIB3vE3Q,Active,0,42,0,0,569,,0,0,0,17.0,17.0,0.00011803337838500738
WuZbymq8M4f1,Active,0,42,0,1,835,,0,0,0,5730.0,2237.0,0.0002623078180477023
mj41WODi9gdw,Active,0,42,0,1,835,,0,0,0,5730.0,2237.0,0.0002623078180477023
OM7lw1bzu2Zh,Active,0,41,0,0,0,,0,0,11,15.0,15.0,0.0001719401916489005
cTMlehW6gjCA,Active,0,41,0,0,824,,0,0,0,16138.0,16420.0,0.00010911821300396696
vGNzrdv4aW8A,Active,0,41,0,1,789,,0,0,0,83.0,83.0,0.0002623078180477023
edXS1suizA6K,Active,0,41,0,1,789,,0,0,0,83.0,83.0,0.0002623078180477023
urVInoiQr9iI,Active,0,41,0,0,778,,0,0,0,10023.0,3149.0,0.00010911821300396696
xgpCRBPMuBT7,Active,0,41,0,0,778,,0,0,0,10023.0,3149.0,0.00010911821300396696
OwZRC81IY27s,Active,0,41,0,0,778,,0,0,0,10023.0,3149.0,0.00010911821300396696
s1CwhnswTfwh,Active,0,41,0,1,679,,18,15,3,131.0,188.0,0.010053288280308761
Zzg2xmirmdrY,Active,0,41,0,1,679,,0,0,3,131.0,188.0,0.0003252358001191169
qmWwQmVnp4O8,Active,0,41,0,0,673,,29,31,0,2108.0,3811.0,0.0012046891497448087
yZcVjTdwGwfz,Active,0,41,0,0,673,,0,0,0,2108.0,3811.0,5.04734598507639e-05
bJErUxgOiLLu,Active,0,41,1,1,794,,0,0,0,6055.0,6756.0,0.00019076024182140827
Rbuagx2SEl9A,Active,0,41,1,1,794,,0,0,0,6055.0,6756.0,0.00019076024182140827
I8ufJcSupJMh,Active,0,41,0,0,526,,5,10,10,57.0,54.0,0.006893606981969986
Eq6Hn93rbzB5,Active,0,41,0,0,526,,0,0,10,57.0,54.0,0.03170527534579465
IS15k3wBUhKc,Active,0,41,0,0,526,,0,0,10,57.0,54.0,0.022019488910905858
sPESj8vxv3ib,Active,0,41,1,0,683,,0,0,9,10.0,10.0,0.0005794462631456554
LiqllHsZyPEr,Active,0,41,0,1,633,,5,38,3,8328.0,9103.0,0.029157893139027443
IU1s8HfyayLI,Active,0,41,0,1,633,,0,0,3,8328.0,9103.0,0.0003252358001191169
xiqysy3VDtRq,Active,0,41,0,1,0,,0,0,0,454.0,653.0,7.253192598000169e-05
ArQRBamxXqif,Active,0,41,0,1,786,,0,0,0,22756.0,23724.0,0.0002623078180477023
RCi7KuVoyWX7,Active,0,41,0,1,786,,0,0,0,22756.0,23724.0,0.0002623078180477023
YXfX4783MwF9,Active,0,41,0,1,721,2.0,4,6,0,88.0,108.0,0.017187623297724584
oXyDCmqr7ZAT,Active,0,41,0,1,721,,0,0,0,88.0,108.0,0.00026626529870554805
DYu49l3j8Fwi,Active,0,41,0,1,0,,14,35,4,79.0,81.0,0.002898604756665493
hgP3yFnHpaAM,Active,0,41,0,1,0,,0,0,4,79.0,81.0,0.00015286990674212575
GB54gyqaLh2w,Active,0,41,0,0,0,,5,8,0,5326.0,6086.0,0.0007955089677125216
5JEJqCxPfkzQ,Active,0,41,0,0,0,,0,0,0,5326.0,6086.0,3.1499417673330754e-05
7Rl72HDmTXSt,Active,0,41,0,0,0,,0,0,0,5326.0,6086.0,3.1499417673330754e-05
dLfz3eIltF91,Active,0,41,0,0,811,,0,0,0,2071.0,2072.0,0.00010911821300396696
QIp9pME7nmNT,Active,0,41,0,0,811,,0,0,0,2071.0,2072.0,0.00010911821300396696
oQj7HWatB5ci,Active,0,41,0,0,811,,0,0,0,2071.0,2072.0,0.00010911821300396696
cZLqtiI3731h,Active,0,41,1,0,0,,16,65,0,5835.0,5708.0,0.00017360984929837286
UUtPYkckY833,Active,0,41,1,0,0,,0,0,0,5835.0,5708.0,1.9792989405686967e-05
znRmvS1KSy80,Active,0,41,1,0,0,,0,0,0,5835.0,5708.0,1.9792989405686967e-05
s1Plow8Qj9Hj,Active,0,41,0,0,727,,0,0,0,16.0,17.0,7.99038534751162e-05
Hj7WH0KZK8LN,Active,0,41,0,1,705,,0,0,0,31455.0,34201.0,0.00026626529870554805
ie8WCKtSizqa,Active,0,41,0,1,705,,0,0,0,31455.0,34201.0,0.00026626529870554805
iwyAneMzcYLH,Active,0,41,0,0,608,,6,2,8,5663.0,7712.0,0.007438801871697184
Px1oIrStvLBp,Active,0,41,0,0,608,,0,0,8,5663.0,7712.0,0.0003990285622421652
YgipWGyPLEdg,Active,0,41,0,0,608,,0,0,8,5663.0,7712.0,0.0003990285622421652
FhntcIs2Euo3,Active,0,41,0,1,803,,0,0,0,5134.0,5134.0,0.0002623078180477023
jT47V2lzYwj3,Active,0,41,0,1,803,,0,0,0,5134.0,5134.0,0.0002623078180477023
c6iiwEGdbqY9,Active,0,41,0,1,749,,32,6,0,658.0,649.0,0.0010335497490240842
I7KgCjJDRS0s,Active,0,41,0,1,749,,0,0,0,658.0,649.0,0.0002623078180477023
vt2hyl83PDL1,Active,0,41,0,0,0,,4,31,0,412.0,265.0,0.000639436359051615
uAzkFZHeJw6s,Active,0,41,0,0,0,,2,2,0,412.0,265.0,0.0005289314431138337
i6PBWTiSXP2s,Active,0,41,0,0,0,,0,0,0,412.0,265.0,3.1499417673330754e-05
IMcHWTMTxYRp,Active,0,41,0,0,0,,0,0,0,412.0,265.0,3.1499417673330754e-05
E4E3T7gYNRtk,Active,0,41,0,0,0,,0,0,0,412.0,265.0,3.1499417673330754e-05
l4JIZaFc9VEO,Active,0,41,0,1,788,,0,0,0,27922.0,26175.0,0.0002623078180477023
25YuQ3Tvstn8,Active,0,41,0,1,788,,0,0,0,27922.0,26175.0,0.0002623078180477023
UbbOg4A3a7Rr,Active,0,41,0,1,0,,8,10,0,4479.0,3317.0,0.0005644054035656154
6P03S6pqeO5r,Active,0,41,0,1,0,,0,0,0,4479.0,3317.0,7.253192598000169e-05
mCiNeUan9IBv,Active,0,41,0,1,756,,0,0,0,79277.0,88053.0,0.0002623078180477023
WNOaxcX63h5H,Active,0,41,0,1,756,,0,0,0,79277.0,88053.0,0.0002623078180477023
eygKWVQhi3x4,Active,0,41,0,1,0,,0,0,2,30.0,30.0,0.00015286990674212575
MKZqvPzA0Lyg,Active,0,41,0,1,0,,0,0,2,30.0,30.0,0.00015286990674212575
1Ck2Xi2NVIMh,Active,0,41,1,0,770,,0,0,0,43613.0,43618.0,8.732036803849041e-05
tWW830uFnTgT,Active,0,41,1,0,770,,0,0,0,43613.0,43618.0,8.732036803849041e-05
xNs4pbjcXnfl,Active,0,41,1,0,770,,0,0,0,43613.0,43618.0,8.732036803849041e-05
d4gsNEbET1Nc,Active,0,41,0,1,603,,0,0,0,2436.0,539.0,0.00012688249989878386
2q5RaYpAZG4h,Active,0,41,0,1,603,,0,0,0,2436.0,539.0,0.00012688249989878386
AfVuKTpZwI5P,Active,0,41,0,1,0,,4,14,0,106.0,23.0,0.00026946142315864563
KtScCDjAyTtR,Active,0,41,0,1,0,,0,0,0,106.0,23.0,7.253192598000169e-05
j8qhrbMkuowU,Active,0,41,0,0,782,,0,0,0,69210.0,69911.0,0.00010911821300396696
7phmTcP43wDv,Active,0,41,0,0,782,,0,0,0,69210.0,69911.0,0.00010911821300396696
sjTx96W1kWXg,Active,0,41,0,1,0,,1,2,0,9606.0,9757.0,0.00018017549882642925
GDiJkgQpnUjW,Active,0,41,0,1,0,,0,0,0,9606.0,9757.0,7.253192598000169e-05
VvMSmmXtPJ7i,Active,0,41,0,0,816,,0,0,0,48305.0,47999.0,0.00010911821300396696
dRanfx6Bj4OA,Active,0,41,0,0,816,,0,0,0,48305.0,47999.0,0.00010911821300396696
wsFLXXYU7bom,Active,0,41,0,1,666,,102,12,9,954.0,1242.0,0.0007896098342388373
q2T0GlyQHlaS,Active,0,41,0,1,666,,0,0,9,954.0,1242.0,0.0003252358001191169
XE0tx2mNOINn,Active,0,41,0,1,760,,0,0,0,4852.0,3235.0,0.0002623078180477023
B2AYZ2ERaPMY,Active,0,41,0,1,760,,0,0,0,4852.0,3235.0,0.0002623078180477023
3ataxS6tDNJI,Active,0,41,1,1,691,,3,2,0,56.0,55.0,0.009538693531314335
rSENMUwMZ2Bn,Active,0,41,1,1,691,,0,0,0,56.0,55.0,0.00015333897317759693
wtAcA5STsfDe,Active,0,41,0,0,667,,10,1,0,3664.0,134.0,0.0011677369475364685
ctmdZAdByH8s,Active,0,41,0,0,667,,0,0,0,3664.0,134.0,5.04734598507639e-05
46yZEOqHeR9h,Active,0,41,0,0,667,,0,0,0,3664.0,134.0,5.04734598507639e-05
FLTvNGMqByam,Active,0,41,1,0,626,,2,5,0,633.0,816.0,0.0008399875950999558
2PPlz14ambli,Active,0,41,1,0,626,,0,0,0,633.0,816.0,3.5242537705926225e-05
7E2YFXxQQ1Jw,Active,0,41,1,0,626,,0,0,0,633.0,816.0,3.5242537705926225e-05
Qq9vkjldb8WR,Active,0,41,0,1,798,,0,0,0,4559.0,3334.0,0.0002623078180477023
m6JKcWsHyo3q,Active,0,41,0,1,798,,0,0,0,4559.0,3334.0,0.0002623078180477023
LlCmxAEeeWtI,Active,0,41,1,1,668,,21,13,0,2048.0,3335.0,0.0004807087534572929
aNSqnAk4YSdj,Active,0,41,1,1,668,,0,0,0,2048.0,3335.0,6.001868314342573e-05
LRsRftFqWRU8,Active,0,41,0,1,0,1.0,3,6,0,5328.0,8543.0,0.00036824773997068405
uFl6GVALQ2Ya,Active,0,41,0,1,0,,0,0,0,5328.0,8543.0,7.253192598000169e-05
a9Tqjo59dFzs,Active,0,41,0,1,756,,0,0,0,22503.0,30349.0,0.0002623078180477023
qUUutmM4vpqW,Active,0,41,0,1,756,,0,0,0,22503.0,30349.0,0.0002623078180477023
2u6MRVeMHCTy,Active,0,41,1,0,702,,0,0,0,36091.0,36160.0,7.138422370189801e-05
1U6QCnH3xvk0,Active,0,41,0,1,0,,2,1,0,4739.0,5168.0,0.0001454448065487668
CUIWLcGizhwx,Active,0,41,0,1,0,,0,0,0,4739.0,5168.0,7.253192598000169e-05
fnmkr9M1YWo4,Active,0,41,0,1,528,,17,17,7,9300.0,11482.0,0.03413191075237083
SMCL6BOzNcXf,Active,0,41,0,1,528,,0,0,7,9300.0,11482.0,0.0032527387228605672
w0luzPjFxk1U,Active,0,41,0,0,685,,0,0,0,493.0,40.0,7.99038534751162e-05
htNXw34tJAjN,Active,0,41,0,1,0,,0,0,0,632.0,756.0,7.253192598000169e-05
V4ke3NloovvH,Active,0,41,0,1,0,,0,0,0,632.0,756.0,7.253192598000169e-05
Va7q4SME0EIQ,Active,0,41,0,1,829,,3,1,0,3673.0,3596.0,0.0005044660065323114
zewkXyZByY5u,Active,0,41,0,1,829,,0,0,0,3673.0,3596.0,0.0002623078180477023
Bnldl8aDCHk6,Active,0,41,0,1,779,,0,0,0,5.0,5.0,0.0002623078180477023
qHGFuuIggDjm,Active,0,41,1,1,645,,10,1,1,3402.0,3826.0,0.00014237524010241032
OzJiwyIrGTIO,Active,0,41,1,1,645,,0,0,1,3402.0,3826.0,4.4799169700127095e-05
WL3w7kVtQAXm,Active,0,41,1,1,677,,2,3,0,5947.0,6864.0,0.0005037499940954149
nmPugjH5vIQD,Active,0,41,1,1,677,,0,0,0,5947.0,6864.0,6.001868314342573e-05
foUqGeeuZq2c,Active,0,41,1,0,706,,0,0,0,513.0,613.0,7.138422370189801e-05
VpO7oNZgClGp,Active,0,41,0,1,790,,0,0,0,100.0,100.0,0.0002623078180477023
g75Nzrod8cLA,Active,0,41,0,1,790,,0,0,0,100.0,100.0,0.0002623078180477023
BOEOS2rynSJS,Active,0,41,0,1,0,,1,2,3,1162.0,1342.0,0.000717913790140301
l7bn1I4hSsCX,Active,0,41,0,1,0,,0,0,3,1162.0,1342.0,0.00015286990674212575
baKywwmUUa98,Active,0,41,0,1,593,,14,9,2,145.0,286.0,0.010914186242715854
cU6kbk0tV12G,Active,0,41,0,1,593,,0,0,2,145.0,286.0,0.0004794921260327101
ELsMD8p9kP1s,Active,0,41,1,1,804,,0,0,0,5.0,5.0,0.00019076024182140827
